2020-11-01T21:14:13.686,Cambrian,Info,0001,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:14:18.424,Cambrian,Info,0002,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:14:23.162,Cambrian,Info,0003,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:14:28.396,Cambrian,Info,0004,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:14:34.241,Cambrian,Info,0005,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:14:39.357,Cambrian,Info,0006,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:14:44.959,Cambrian,Info,0007,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:14:50.051,Cambrian,Info,0008,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:14:55.002,Cambrian,Info,0009,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:14:59.633,Cambrian,Info,0010,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:15:04.064,Cambrian,Info,0011,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:15:08.64,Cambrian,Info,0012,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:15:13.266,Cambrian,Info,0013,7.200000e+00,3.381818e+00,1.266348e+00
2020-11-01T21:15:18.562,Cambrian,Info,0014,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:15:23.494,Cambrian,Info,0015,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:15:28.273,Cambrian,Info,0016,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:15:33.015,Cambrian,Info,0017,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:15:39.429,Cambrian,Info,0018,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:15:44.429,Cambrian,Info,0019,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:15:49.806,Cambrian,Info,0020,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:15:55.029,Cambrian,Info,0021,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:16:00.397,Cambrian,Info,0022,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:16:06.565,Cambrian,Info,0023,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:16:12.795,Cambrian,Info,0024,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:16:17.653,Cambrian,Info,0025,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:16:22.147,Cambrian,Info,0026,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:16:26.617,Cambrian,Info,0027,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:16:31.561,Cambrian,Info,0028,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:16:35.975,Cambrian,Info,0029,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:16:41.273,Cambrian,Info,0030,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:16:45.95,Cambrian,Info,0031,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:16:50.931,Cambrian,Info,0032,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:16:56.701,Cambrian,Info,0033,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:17:02.826,Cambrian,Info,0034,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:17:07.917,Cambrian,Info,0035,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:17:12.969,Cambrian,Info,0036,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:17:17.689,Cambrian,Info,0037,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:17:23.21,Cambrian,Info,0038,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:17:28.381,Cambrian,Info,0039,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:17:33.184,Cambrian,Info,0040,3.000000e+00,2.990909e+00,3.015113e-02
2020-11-01T21:17:38.248,Cambrian,Info,0041,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:17:43.92,Cambrian,Info,0042,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-01T21:17:49.427,Cambrian,Info,0043,4.800000e+00,3.163636e+00,5.427204e-01
2020-11-01T21:17:54.274,Cambrian,Info,0044,4.600000e+00,3.281818e+00,5.344496e-01
2020-11-01T21:17:59.023,Cambrian,Info,0045,4.900000e+00,3.336364e+00,7.486958e-01
2020-11-01T21:18:03.584,Cambrian,Info,0046,6.800000e+00,3.827273e+00,1.344687e+00
2020-11-01T21:18:08.487,Cambrian,Info,0047,6.200000e+00,3.736364e+00,1.277711e+00
2020-11-01T21:18:12.663,Cambrian,Info,0048,9.000000e+00,4.463636e+00,1.839170e+00
2020-11-01T21:18:16.761,Cambrian,Info,0049,9.000000e+00,4.827273e+00,2.171217e+00
2020-11-01T21:18:20.846,Cambrian,Info,0050,1.120000e+01,6.363636e+00,2.771741e+00
2020-11-01T21:18:25.054,Cambrian,Info,0051,4.710000e+01,1.124545e+01,1.219388e+01
2020-11-01T21:18:29.709,Cambrian,Info,0052,1.660000e+01,6.236364e+00,4.309820e+00
2020-11-01T21:18:35.024,Cambrian,Info,0053,9.000000e+00,5.463636e+00,2.197395e+00
2020-11-01T21:18:41.547,Cambrian,Info,0054,2.720000e+01,8.381818e+00,6.644369e+00
2020-11-01T21:18:48.264,Cambrian,Info,0055,1.340000e+01,8.863636e+00,1.915345e+00
2020-11-01T21:18:52.175,Cambrian,Info,0056,1.400000e+01,9.290909e+00,1.652546e+00
2020-11-01T21:18:55.28,Cambrian,Info,0057,9.100000e+00,8.527273e+00,9.144298e-01
2020-11-01T21:18:58.902,Cambrian,Info,0058,4.440000e+01,1.206364e+01,1.073688e+01
2020-11-01T21:19:01.752,Cambrian,Info,0059,9.000000e+00,9.000000e+00,0.000000e+00
2020-11-01T21:19:04.562,Cambrian,Info,0060,1.500000e+01,9.363636e+00,1.973967e+00
2020-11-01T21:19:07.496,Cambrian,Info,0061,9.200000e+00,8.318182e+00,1.080572e+00
2020-11-01T21:19:10.395,Cambrian,Info,0062,1.800000e+01,9.509091e+00,3.024716e+00
2020-11-01T21:19:14.357,Cambrian,Info,0063,1.800000e+01,1.070000e+01,3.952721e+00
2020-11-01T21:19:20.115,Cambrian,Info,0064,5.880000e+01,1.359091e+01,1.499763e+01
2020-11-01T21:19:23.272,Cambrian,Info,0065,3.050000e+01,1.081818e+01,6.891708e+00
2020-11-01T21:19:26.846,Cambrian,Info,0066,1.880000e+01,1.076364e+01,3.474845e+00
2020-11-01T21:19:30.437,Cambrian,Info,0067,1.980000e+01,1.041818e+01,3.180194e+00
2020-11-01T21:19:33.489,Cambrian,Info,0068,1.720000e+01,1.104545e+01,2.491330e+00
2020-11-01T21:19:36.472,Cambrian,Info,0069,4.300000e+01,1.323636e+01,9.889214e+00
2020-11-01T21:19:40.303,Cambrian,Info,0070,2.000000e+02,3.517273e+01,5.725693e+01
