2020-11-02T07:29:52.512,Cambrian,Info,0001,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-02T07:29:57.182,Cambrian,Info,0002,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-02T07:30:02.155,Cambrian,Info,0003,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-02T07:30:07.037,Cambrian,Info,0004,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-02T07:30:11.985,Cambrian,Info,0005,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-02T07:30:17.745,Cambrian,Info,0006,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-02T07:30:22.771,Cambrian,Info,0007,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-02T07:30:28.675,Cambrian,Info,0008,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-02T07:30:33.483,Cambrian,Info,0009,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-02T07:30:38.133,Cambrian,Info,0010,5.100000e+00,3.190909e+00,6.331738e-01
2020-11-02T07:30:42.837,Cambrian,Info,0011,3.000000e+00,2.945455e+00,1.809068e-01
2020-11-02T07:30:48.733,Cambrian,Info,0012,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-02T07:30:53.697,Cambrian,Info,0013,3.000000e+00,3.000000e+00,9.315294e-16
2020-11-02T07:30:58.449,Cambrian,Info,0014,8.200000e+00,3.472727e+00,1.567859e+00
2020-11-02T07:31:03.101,Cambrian,Info,0015,6.300000e+00,3.436364e+00,1.050974e+00
2020-11-02T07:31:07.537,Cambrian,Info,0016,9.000000e+00,4.427273e+00,2.143871e+00
2020-11-02T07:31:11.729,Cambrian,Info,0017,1.210000e+01,6.872727e+00,3.317858e+00
2020-11-02T07:31:16.006,Cambrian,Info,0018,9.000000e+00,6.290909e+00,2.699057e+00
2020-11-02T07:31:20.102,Cambrian,Info,0019,1.530000e+01,8.554545e+00,3.088807e+00
2020-11-02T07:31:23.873,Cambrian,Info,0020,2.340000e+01,9.336364e+00,5.038109e+00
2020-11-02T07:31:27.437,Cambrian,Info,0021,3.300000e+01,1.280000e+01,8.751686e+00
2020-11-02T07:31:31.434,Cambrian,Info,0022,2.900000e+01,1.140000e+01,7.921995e+00
2020-11-02T07:31:35.812,Cambrian,Info,0023,1.400000e+01,7.918182e+00,3.403474e+00
2020-11-02T07:31:39.797,Cambrian,Info,0024,5.790000e+01,1.813636e+01,1.547936e+01
2020-11-02T07:31:44.069,Cambrian,Info,0025,6.400000e+01,1.815455e+01,1.650081e+01
2020-11-02T07:31:48.359,Cambrian,Info,0026,6.410000e+01,2.305455e+01,2.211363e+01
2020-11-02T07:31:52.08,Cambrian,Info,0027,3.200000e+01,1.148182e+01,8.420548e+00
2020-11-02T07:31:56.925,Cambrian,Info,0028,1.099000e+02,4.267273e+01,4.142222e+01
2020-11-02T07:32:01.26,Cambrian,Info,0029,8.480000e+01,2.380000e+01,2.876526e+01
2020-11-02T07:32:05.007,Cambrian,Info,0030,1.210000e+02,2.263636e+01,3.454271e+01
2020-11-02T07:32:09.527,Cambrian,Info,0031,9.060000e+01,3.479091e+01,2.668439e+01
2020-11-02T07:32:14.576,Cambrian,Info,0032,2.000000e+02,3.479091e+01,5.909363e+01
